1.562081507790935575e-02,-4.392485439551819387e-02,-1.547716253528051353e-02,-2.827692478633252876e-02,-8.977989111690476767e-03,2.342100820214909618e-03,3.018061848342767938e-04,2.438133020368695759e-03,-3.872478332468745187e-03,-1.207757880879853536e-02,-3.267903842984196724e-03,1.838675360431807349e-03,-3.044620177752221848e-04,-1.705551579589155127e-03
1.893730385902017699e-02,3.217571205041167438e-03,-2.181967509435708136e-02,-2.366268264704558463e-02,7.580726653977762873e-03,-1.439396111645692162e-03,-2.465454133171078935e-03,-2.011585208165342798e-03,6.876333427317149645e-04,-5.736544701667298587e-03,-7.710937596357326108e-04,-2.131671585048025130e-03,9.908259983058087181e-03,-9.721657739646616609e-04
1.541085349444074395e-02,4.954020679069799475e-03,8.022790086233726886e-03,-1.997503214253810999e-02,-1.014247794128095813e-02,7.008899458651285212e-03,-3.035565898226195731e-03,-9.249417731334688350e-03,1.720003909945262482e-03,-6.015245926364514405e-03,1.684042890701675788e-04,-1.300393543351674452e-02,-4.334443124907921135e-03,-1.795547342035206349e-03
1.318941300864025917e-02,1.967680964937244467e-02,-2.277137941367982435e-02,-7.139008636622748080e-03,-6.227891137605183480e-03,5.375865212954522793e-04,-3.984031999279978066e-03,3.180104060011217353e-03,5.726041290290595671e-04,-3.680255439394386659e-03,-5.638247533152025009e-03,-4.570685408179997293e-03,-4.188300338755652705e-03,-2.042346534608441289e-03
-5.399792042513582024e-02,8.071590021218070718e-03,-1.261674460318317793e-02,-1.628583341009288976e-02,-1.471701350432340349e-02,1.898152247986217888e-03,-3.442851090553631244e-03,-7.042026785456983150e-03,-7.636721682756615094e-03,-3.091634965658158693e-03,-1.091439479696418909e-03,-4.502891514375733165e-03,-8.738927568056170311e-03,3.485800691282747461e-04
-3.752438696639728843e-02,1.927848295172225265e-02,-1.279910862936958424e-02,-2.955734362785733538e-03,-1.783606964888349508e-02,4.821673604365060012e-03,1.674022507631889214e-04,9.302025159049662553e-03,-4.571159356946736911e-03,-2.320861012644854799e-03,-2.522208264053915682e-05,8.180417695712094482e-05,9.602159845217101905e-03,-1.191289035336922080e-03
1.487902523939737924e-02,-1.405382212560653049e-03,-2.638054023169388376e-02,-3.282769148532679870e-02,5.623907138433423616e-03,5.434756919885330891e-03,3.046610083765699615e-04,-2.982679673004895535e-03,-4.497168999605492302e-03,6.427250768322210345e-03,2.248886156321532395e-03,-2.323940907772339536e-03,-3.772505758988700230e-03,-8.148343250741163458e-04
2.457517512742924889e-02,1.816041946003679264e-03,-1.682133158523356486e-02,7.850825763098328094e-03,1.257392416941002095e-02,7.361093341660307661e-03,1.966901058567600488e-03,-1.826090492686489528e-03,4.912114333601494062e-03,5.185239644206376085e-03,3.703290444573213019e-03,-6.393610129343869908e-03,-1.472241426654363750e-03,8.397530820730025230e-05
1.405482610334729543e-02,-5.055917661375133529e-03,-2.177449623217398919e-02,5.832058002733901854e-03,9.173404638950159729e-03,5.512669704312429114e-03,7.951501943716720797e-04,-4.724120115570258280e-03,-2.356237820640671912e-03,-2.989998724078759412e-03,4.993560086550132698e-03,1.526832587223907406e-03,-2.208618921013112430e-03,4.167083734273546941e-04
1.508154618353728382e-02,1.747591428209489123e-02,-4.371107395854778696e-04,1.429993204219499534e-02,8.727202376612695767e-03,5.659794349849107259e-03,-8.787263052181515637e-04,4.335399820556631520e-03,-3.379545194366073875e-03,-3.075721506902482239e-03,2.374258024756272737e-03,-5.527009047909814399e-03,-1.892681679964880361e-04,-1.967001519337827423e-03
