age,gender,yearDriving,drivingFrequency,temp_length,temp_decisiontime,temp_decision_made,temp_correct_decision,temp_danger,temp_difficulty,CarPlacedLeft,CarPlacedRight,numS,sAmpMean,sAmpStd,sAmpMax,numF,fMean,fStd,fMax,backMirror,leftMirror,rightMirror,road,sky,pupilChange,pupilMean,pupilStd,Y
26,1,18,2,1,0.79371,3,3,100,99,1,0,2,347.240976900019,20.7255379433331,361.896145323489,2,319,277.185858225127,515,0,0,0,2,0,0.559282913430996,3.31981906086339,0.193027146573956,0.349617195748003
26,1,18,2,3,1.46221,1,1,39,90,0,0,6,316.604263416523,248.768108815774,575.827867074875,6,395,262.421416808918,766,3,0,0,3,0,0.70377368259145,3.67760236106132,0.275043777701968,0.139602817455148
26,1,19,3,6,2.083215,2,2,39,80,0,0,12,258.438629190293,155.315093748427,524.085188685961,12,467.208333333333,394.135328531927,1339,2,0,0,10,0,0.825811210543653,4.43761512105861,0.205813017626154,0.464070072193648
26,1,19,3,9,2.54718,2,2,29,75,1,0,23,346.415538059261,280.740823722424,859.532073281736,23,358.217391304348,289.033806849608,1045.5,6,4,2,11,0,0.951706379191934,4.65445896606796,0.22182775551934,0.299738514216455
26,1,19,3,3,2.0831,2,2,49,70,1,0,9,214.930175275736,224.343543840544,623.656975027138,9,271.833333333333,125.529876921791,472.5,2,0,0,7,0,0.760595593734295,4.39158392565205,0.256083716178001,0.389789312486287
26,1,19,3,12,3.58293,2,2,69,80,2,1,28,271.026539470114,287.195371286074,868.863414179697,28,398.160714285714,227.505354172707,1257.5,8,1,6,13,0,1.27523655421972,4.76576603642404,0.333055186255001,0.412972553377552
26,1,19,3,1,2.14506,2,2,50,85,0,1,4,123.251344727263,30.5945479439579,168.26188665292,4,234.5,124.038300536568,415,0,0,0,4,0,0.375959648197514,4.17552637164208,0.14824916545804,0.514602933638236
26,1,19,3,1,2.53371,4,1,69,84,1,0,3,178.435694614115,227.318470062086,440.727591602795,3,284.166666666667,66.4686642962933,360,0,0,0,3,0,0.379820961780136,4.0002181325536,0.167325250162727,0.332589764281819
26,1,19,3,3,3.22782,4,2,70,79,0,0,10,249.077799946662,230.301138183443,683.475683546971,10,252.2,121.59774303461,567.5,6,0,0,3,1,0.815571949749529,4.34466710156905,0.276496018974042,0.356690680552112
26,1,19,3,9,1.56922,2,2,94,60,0,0,20,393.289639019304,325.298742599647,1050.6055991665,20,346.75,253.320241466887,937,6,1,3,9,1,1.40178469362855,4.41578880040687,0.27398608021392,0.159755416904376
26,1,19,3,12,2.33574,1,1,50,59,1,0,26,327.122200712997,290.942221124252,916.604745787409,26,430.557692307692,267.891296123001,1231.5,7,1,2,16,0,0.643730119715694,4.53897728602441,0.167760910046499,0.364197532035349
26,1,19,3,3,2.25161,1,1,69,86,0,1,9,428.092702297315,255.937996436158,721.686334220068,9,282.666666666667,137.784478443691,488,2,0,2,3,2,0.526876120890244,4.47073594395534,0.170226926804897,0.567504557404814
26,1,19,3,3,2.35526,2,23,94,75,0,0,9,205.835807337317,242.374032040397,639.867818381265,9,287.444444444444,235.828518796556,887,2,0,0,6,1,0.860332897233518,4.25935579525533,0.225651786585663,0.289374114347437
26,1,19,3,6,2.11473,4,4,94,79,0,1,13,326.701304485589,277.669813570061,894.518983867866,13,430.576923076923,497.038095712737,1809.5,3,2,0,6,2,1.0535343498155,4.36708643540775,0.255371114535947,0.35442057293163
26,1,19,3,1,2.42437,3,3,94,89,1,0,2,483.287175496688,21.3736871144467,498.400654594273,2,302.5,135.764501987817,398.5,0,0,0,2,0,0.381225888236177,4.07301900134982,0.171753249165644,0.468508618613747
26,1,19,3,6,2.06434,1,1,39,85,0,0,15,254.565166783813,248.533151770392,782.083660806182,15,362.466666666667,314.960284722346,1368.5,7,0,2,6,0,0.728081206568932,4.45412412551381,0.176698108370926,0.339989702150194
26,1,19,3,20,1.09536,1,1,39,59,1,0,47,287.637737591852,259.233845663018,816.327253618302,47,399.436170212766,266.850829870183,1058,18,1,2,26,0,0.730527903847416,4.51713624923119,0.200746360333187,0.317254984695561
26,1,19,3,6,1.94852,3,3,69,85,0,0,14,261.157093851645,245.543140519995,671.860314723232,14,402.321428571429,513.559996013606,2126,5,0,1,8,0,0.698851350132031,4.30553582947549,0.255639517549823,0.314306947639243
26,1,19,3,1,1.79789,4,4,85,80,0,0,4,149.230254817565,31.8823445830546,190.468291324304,4,194.375,60.0671499240642,261.5,0,0,0,4,0,0.433995255840027,3.95207408884474,0.163898333887419,0.427357146652466
26,1,19,3,9,3.27654,3,23,84,80,0,1,27,303.200586158231,264.828709912307,844.503950553223,27,265.888888888889,140.288050736644,702,10,2,3,12,0,0.944746987851983,4.4893306768813,0.222734606167903,0.176139800803447
26,1,19,3,9,2.18324,1,1,64,80,0,1,21,344.626893271837,276.600280468933,794.609685631883,21,375.809523809524,287.820016511642,1291.5,5,0,3,12,1,0.968955581665981,4.3525997983464,0.238210239224296,0.412121463451604
26,1,19,3,9,1.12546,3,3,85,80,1,0,23,317.492017392073,245.513146937664,746.296834376242,23,362.152173913043,295.563999944582,1255,11,0,3,9,0,0.547552804906512,4.60559059355331,0.216569772924863,0.312606220515581
26,1,19,3,1,2.80694,1,1,69,84,1,1,3,257.51660790224,155.070641102001,365.029276223154,3,197.166666666667,10.1159939369957,203.5,2,0,0,0,1,0.405041723463471,4.00723139760531,0.140190337752404,0.541841460480538
26,1,19,3,1,2.60423,4,2,80,75,1,1,2,493.599589161276,128.424826881875,584.409655122158,2,442.75,269.054130241481,633,0,0,0,2,0,0.505878646513035,3.95467153507884,0.187716568485173,0.288422376693865
26,1,19,3,6,2.23491,2,2,74,80,0,0,8,204.113276856092,168.854289123809,464.464648816247,8,704.0625,611.940440466694,2026,3,0,0,5,0,0.86645772274797,4.23599098152663,0.224909278051903,0.32588650264133
26,1,19,3,9,1.98707,1,1,35,64,1,0,20,249.707618394067,202.938352231107,554.723160684679,20,411.675,370.661793460803,1756,7,0,0,11,2,0.814202195754381,4.34481117755876,0.24598671951938,0.314825370286559
26,1,19,3,6,1.58954,4,23,74,84,0,1,11,287.249081445432,232.755279165976,685.21900331208,11,455.454545454545,528.234155207019,2008.5,4,0,0,7,0,0.726381399571604,4.30098835080292,0.239482250278134,0.277211500269973
26,1,19,3,3,2.3087,4,3,74,81,1,0,10,164.273452439377,180.640725608866,604.200697202511,10,262.25,195.83400709104,773,5,0,0,4,1,0.474046450432054,4.12066243451507,0.21856911127071,0.342583358107162
26,1,19,3,12,1.71341,1,1,44,75,1,0,25,275.046460321159,268.673834681573,958.4932576706,25,430.28,250.020710808791,832,5,0,1,19,0,0.851190419369546,4.36010088014839,0.188799689841865,0.137474150922176
26,1,19,3,6,1.56536,1,1,39,77,0,0,20,154.277276128861,140.736174679543,438.474657192408,20,270.875,128.266568130593,686.5,13,0,0,7,0,0.836005699879336,4.24463326530189,0.212016008287887,0.230033038742801
26,1,19,3,3,1.4698,1,1,38,78,1,0,5,361.832608173149,221.497168894482,623.616007652145,5,467.4,280.284542920226,752.5,1,0,0,4,0,0.508705007277674,4.07859678017129,0.156614849702815,0.27901262165232
26,1,19,3,3,1.83401,4,4,87,76,2,0,7,179.435329075628,176.636392652933,454.633613473531,7,338,173.208689158483,600,2,0,0,5,0,0.827707533822066,4.16463489983527,0.259415163772835,0.2487567471942
26,1,19,3,20,1.32262,1,1,39,65,0,1,41,270.487976312856,244.129393021263,677.656730948642,41,458,372.527398321251,1654,12,0,3,26,0,0.809231639806471,4.38319051325362,0.173994720010047,0.3791940380513
26,1,19,3,9,2.25928,4,4,79,65,0,1,15,179.554441519463,186.362945707621,482.216154851743,15,558.566666666667,477.051055468709,1512.5,2,0,0,13,0,1.05036697813824,4.33827147268695,0.267210688645112,0.196982256320332
26,1,19,3,1,4.43198,4,23,89,94,0,0,3,254.786695268962,270.267822947686,556.311567379288,3,296.166666666667,127.753995371312,442,0,0,0,3,0,0.399284333305364,3.83237495727546,0.166999942747839,0.6587774838511
22,1,18,5,12,1.05071,2,2,29,60,0,1,27,290.160035591212,260.320421724258,760.29564151059,27,418.37037037037,309.001543206023,1645.5,0,1,5,21,0,1.02360931091216,4.20193750639165,0.238312921803793,0.334149781124508
22,1,18,5,3,1.52706,4,2,49,59,1,0,6,105.943685525374,34.9882279740028,152.549278923238,6,407.416666666667,237.601434479396,768.5,0,0,0,6,0,1.02580626188237,3.77546493067099,0.367068470883035,0.292017923160907
22,1,18,5,6,3.66464,1,2,10,50,1,0,14,226.382783082746,265.791589455976,831.778338861983,14,368.285714285714,167.072383471001,612.5,0,1,1,12,0,0.950247858883846,3.95684238153688,0.372505027955001,0.339556079904883
22,1,18,5,9,1.68389,1,2,0,30,0,1,18,265.743244226538,287.921805577914,1143.7512152999,18,466.444444444444,549.154320132567,2565.5,2,3,0,13,0,0.929264850547675,3.9117794578453,0.283374308177097,0.250854571544252
22,1,18,5,1,2.28493,1,2,19,50,0,1,1,148.710162732747,0,148.710162732747,1,418,0,418,0,0,0,1,0,0.408361139533073,3.26959824576634,0.147191855109233,0.500859187427258
22,1,18,5,3,1.88461,1,1,10,50,0,0,4,109.789623362666,5.82492939973031,118.061265874969,4,352.625,119.158420460606,450.5,0,0,0,4,0,1.02373905826417,3.74219969763462,0.324894831849958,0.4011847718731
22,1,18,5,12,2.51343,1,1,19,19,0,0,28,326.20774221303,331.322299713881,1148.20221433335,28,372.142857142857,196.264506760027,923.5,0,4,2,22,0,0.661704709234296,3.9635546290665,0.240044980373254,0.124655135457261
22,1,18,5,1,1.72807,3,23,81,39,0,0,4,54.2972950630105,23.2735543436573,87.0069681117552,4,179.25,58.9823419903505,249,0,0,0,4,0,0.476258859672014,3.23890726602675,0.161796193013017,0.55782251450005
22,1,18,5,1,2.20187,1,1,0,30,1,0,1,34.7023053989214,0,34.7023053989214,1,518,0,518,0,0,0,1,0,0.403727925855012,3.24477651115453,0.129119272616831,0.225551861360186
22,1,18,5,9,2.14277,4,4,59,40,1,0,20,344.749207104343,292.167073149173,742.885199744887,20,364.975,264.557200809201,977,0,5,1,14,0,1.19000074813601,3.80532250037263,0.283518467159178,0.314253598302462
22,1,18,5,6,1.66018,3,23,69,50,0,0,11,299.826656127067,365.76652956938,1196.87105926244,11,447.090909090909,373.391203577549,1519.5,0,1,1,9,0,0.995367401683459,3.69493443888583,0.301299925890354,0.448999754142006
22,1,18,5,6,1.17675,4,2,50,45,0,0,12,304.650119277587,246.489918729831,755.511854638959,12,431.5,365.202123363338,1400.5,0,1,2,9,0,0.969880006754512,3.63139714617183,0.314804400331336,0.394306054364111
22,1,18,5,3,3.89286,3,4,70,39,0,1,6,370.666189058786,274.855207420859,682.219079548498,6,450.5,250.449595727364,771,0,1,0,5,0,0.649211480410851,3.49311285415866,0.179086368971543,0.305411845401528
22,1,18,5,9,1.50217,1,1,0,30,1,1,21,376.423185533507,398.727696601888,1307.93842553845,21,400,257.836721589459,1137.5,4,3,4,10,0,0.589453312216169,3.72664634789709,0.283234524915591,0.239135168232277
22,1,18,5,1,0.93402,2,2,79,39,0,1,1,271.803175049511,233.56146223312,641.801234135743,1,1031,0,1031,0,0,0,1,0,0.422694701622525,3.03765981341357,0.154097277118647,0.442034123389677
22,1,18,5,6,1.49754,1,1,0,45,0,0,17,345.601506759339,276.12854738967,743.811111775026,17,304.294117647059,172.7317337325,733,3,3,2,9,0,0.926015835457735,3.66847717098351,0.232425194425575,0.217436389245592
22,1,18,5,9,0.9972,3,3,59,40,1,0,16,411.13868874107,392.697255777219,1168.75658073014,16,486.03125,469.699530506827,1674,0,3,3,10,0,0.879369091206712,3.65266910388519,0.227373135288184,0.340872719287698
22,1,18,5,20,2.31854,1,1,19,20,1,0,44,348.524534535001,290.886425566673,1097.86609383841,44,424.522727272727,352.740367569859,2017.5,3,7,4,30,0,0.953622116163102,3.92655819280191,0.255933284584543,0.174322517175794
22,1,18,5,3,0.88699,3,3,64,39,1,0,8,255.420911272627,236.602633929695,621.260768518341,8,323.3125,193.617984978521,713,1,1,0,6,0,0.801095933645785,3.45435538881003,0.264731862293387,0.156150370500913
22,1,18,5,6,1.32139,1,1,19,30,0,0,20,367.232350327829,328.982455735543,1203.47862153841,20,260.4,145.555795053595,650.5,2,4,3,11,0,0.843341493770613,3.89370163990897,0.214977727041214,0.179394521437789
22,1,18,5,9,0.84281,2,2,60,20,0,1,24,359.208879020542,378.773280936794,1323.73422653492,24,330.270833333333,212.321279277556,746,6,3,2,13,0,1.1371552126808,3.73373989248219,0.327776434375192,0.0785709304826139
22,1,18,5,12,1.72778,1,1,9,45,1,0,22,354.928772712687,350.272193553653,1191.79369544397,22,512.886363636364,362.152162568186,1331,0,2,5,15,0,0.86709021784695,3.86366124804791,0.260026935611664,0.0869352606669432
22,1,18,5,6,1.42617,3,3,60,54,0,0,13,317.203783906246,354.121978241287,1205.09898452368,13,322.461538461538,179.458498166296,811,0,3,1,9,0,0.887271989550075,3.72276052937756,0.232247664151918,0.228824275502538
22,1,18,5,6,1.228,4,4,50,50,0,1,12,317.900099222154,248.345820191876,647.402471419441,12,388.083333333333,334.714996359408,1269,3,2,0,7,0,1.04144891789658,3.68531254779223,0.264610241591811,0.221518256288505
22,1,18,5,9,0.96421,2,23,60,42,1,0,21,413.68896905312,318.6986173926,867.159242872957,21,394.857142857143,304.118033946408,1088.5,3,2,3,13,0,1.36784974346442,3.86423229819037,0.314575265944735,0.260790304956163
22,1,18,5,9,0.99904,1,1,10,49,0,0,18,350.331587044757,332.156484793523,1114.6512212347,18,450.666666666667,290.886626388641,1162,2,3,3,10,0,0.818646382093027,3.73420345043471,0.252176110351996,0.218275266153147
22,1,18,5,20,1.22022,1,1,0,9,1,0,33,402.914632115632,377.517375303572,1256.25859201042,33,572.69696969697,917.467343930033,4382.5,4,6,5,18,0,1.17581178891157,3.88767552097445,0.26818141046948,0.207993715142668
22,1,18,5,3,0.63879,2,2,59,40,0,1,6,430.454546250341,423.901344459882,1162.66346055082,6,372.083333333333,223.128083545453,787.5,0,1,1,4,0,0.918132827193731,3.53409518184458,0.260923746922214,0.169700367408691
22,1,18,5,3,1.18646,1,1,10,30,0,0,7,236.988653668311,269.326220634435,666.602025199444,7,313.928571428571,137.421319479981,575,1,0,2,4,0,0.75198063152062,3.58123402368123,0.224058992608237,0.226256957511392
22,1,18,5,1,1.46902,4,4,79,40,1,1,3,71.5218622374731,54.3824749632258,133.8142088868,3,203,59.8936557575174,271.5,0,0,0,3,0,0.357637148126661,3.43410654934813,0.130332095060145,0.44661710622428
22,1,18,5,1,1.61152,3,3,49,41,1,0,4,216.15015146265,155.001629658845,406.82950974579,4,159.375,61.3329370458212,222,0,0,0,4,0,0.652687200010565,3.20589951131758,0.232908090934156,0.387537442665598
22,1,18,5,1,2.51269,1,1,32,41,0,0,3,248.159889720276,318.092262482178,614.617492835991,3,262.5,138.149375677199,422,0,1,0,2,0,0.369143786168013,3.43192689461572,0.13782572181022,0.571199861345808
22,1,18,5,3,1.32031,2,23,50,45,0,0,9,332.188011245192,408.827225375323,1178.11103890932,9,288.333333333333,254.431105606213,944,0,2,1,6,0,0.68761394620877,3.65049016812603,0.317780442034814,0.170352372384205
24,1,17,0,12,2.02186,2,2,49,69,1,0,21,177.061057563168,225.216465293599,815.185845375151,21,521.690476190476,313.352496247855,1553,1,2,0,18,0,0.981927652734063,4.53533052001093,0.274272168887577,0.698226252849738
24,1,17,0,9,3.84925,2,2,54,51,0,0,15,393.442425725562,305.643933063931,1006.69271006599,15,526.666666666667,478.822837303955,1945,1,2,0,12,0,0.743040483690494,4.45956391569045,0.180323360682755,0.482954594865198
24,1,17,0,6,3.49764,3,2,39,50,2,1,10,429.385192138555,209.232836206026,718.452115662554,10,474.65,302.368157678314,1136,1,1,0,8,0,0.812954624279771,4.41292364260646,0.218696279630612,0.414305308979687
24,1,17,0,3,3.56934,1,2,60,39,0,0,6,277.31780479174,206.087849410363,588.970222082577,6,458.5,236.641078428915,750.5,1,0,0,4,1,0.541055611237902,4.24631255306562,0.181498473160313,0.361781118001934
24,1,17,0,1,2.50246,2,2,30,59,0,0,2,110.529440537095,2.79920508603638,112.508777435363,2,436.25,184.201316499096,566.5,0,0,0,2,0,0.296791119659226,3.97397745557439,0.105828585753596,0.523442005714875
24,1,17,0,3,3.22913,4,2,69,59,0,0,9,351.213830147662,186.464443533171,577.901462188841,9,296.555555555556,221.620938265719,856,3,0,1,3,2,1.0749422198346,4.17655097941193,0.346033989591345,0.339174586776299
24,1,17,0,1,3.56811,4,3,70,68,1,1,1,316.68617352199,0,316.68617352199,1,678.5,0,678.5,0,0,0,1,0,0.328673502994832,3.79870985197617,0.11992130073354,0.629333083346249
24,1,17,0,9,1.78209,4,23,90,39,1,0,23,471.169316114131,262.949248707501,1200.86762384536,23,311.608695652174,217.122606571921,925.5,5,3,1,14,0,1.09123779820468,4.49283790834949,0.33126795564306,0.286927660865666
24,1,17,0,6,3.12106,4,4,70,29,1,1,9,324.236774253736,215.048038381482,613.529013168897,9,435.777777777778,259.657359696282,980.5,3,0,0,6,0,1.16880612132994,4.25064316322253,0.315242905986663,0.458467410960877
24,1,17,0,3,3.57063,1,1,29,70,0,1,10,279.239816730925,264.534088859975,653.298693171814,10,220.75,101.842811888387,449.5,4,0,0,6,0,0.84859579971524,3.96213926782319,0.266238173953487,0.260490920152672
24,1,17,0,6,1.42698,4,3,70,49,2,0,17,265.601305252685,239.494420681338,678.619040773246,17,276.382352941176,181.868301372498,785.5,7,0,0,9,1,1.14854845679394,4.16477397811231,0.354629967554392,0.518210747989786
24,1,17,0,20,1.26381,1,1,9,50,0,1,44,288.16633761158,247.648724011394,1009.82167980292,44,425.045454545455,542.801687823868,3143,13,2,0,28,1,1.1862525235719,4.52076087974434,0.274266650768837,0.168200423958553
24,1,17,0,6,1.53183,1,1,28,60,0,0,14,370.596684714524,293.67324488549,800.675255643635,14,332.964285714286,229.138223676126,849,7,0,2,4,1,1.04230949826867,4.12348205933991,0.321798397561698,0.272343173569416
24,1,17,0,9,1.17695,4,2,70,39,1,0,17,312.874606310551,271.584130305683,955.229764245231,17,487.382352941176,518.082809784418,2013.5,3,3,0,9,2,1.32899133905807,4.18191246174634,0.363405572408281,0.415028100445631
24,1,17,0,1,2.74632,1,1,29,79,2,0,3,364.656687043603,178.394887515241,544.675463005265,3,273.333333333333,151.774778317523,423.5,0,1,0,2,0,0.536844041993129,3.42930655460941,0.209676943091848,0.473920552583023
24,1,17,0,1,3.88324,4,4,59,69,1,1,2,121.39243909039,40.6616092078509,150.144538695219,2,185.75,114.197745161627,266.5,0,0,0,2,0,0.25792006847592,3.6522993154377,0.133940501495166,0.302219062688608
24,1,17,0,12,1.65846,1,1,39,50,0,0,29,377.702399087073,321.058901554807,1278.88007745058,29,374.01724137931,262.836637298539,1195,11,3,0,14,1,1.31062733894171,4.29150185203127,0.336956848220873,0.318711330428638
24,1,17,0,3,1.02479,4,23,70,40,0,0,8,272.745549080676,229.898816914562,620.627842170785,8,236.875,100.180462167031,456,2,0,0,6,0,0.938541713865394,3.89925965287341,0.291354570855676,0.256678181765232
24,1,17,0,9,2.21716,1,1,26,61,1,1,20,317.242794130609,251.477819731149,781.96867744175,20,415.45,367.929587800366,1701,4,0,3,13,0,0.975317898602417,4.17714338000289,0.276476696921153,0.368806790596036
24,1,17,0,1,2.06475,4,2,70,50,1,0,3,299.704678115164,199.703442944354,471.42993116687,3,271.5,165.084826680104,460.5,0,0,0,3,0,0.419813753851853,3.67942888119088,0.155431152314631,0.611545682070619
24,1,17,0,3,1.65571,1,3,29,70,0,0,10,249.756231121422,173.756958345152,575.548922768517,10,264.75,136.507681916522,594.5,5,0,0,5,0,0.194770136269711,4.2062626821162,0.121890313570738,0.217583697748438
24,1,17,0,20,4.03571,1,1,29,39,0,1,42,344.821832330318,293.722080389061,1039.78943180819,42,418.107142857143,553.308106023794,3422.5,7,6,0,25,4,0.958858870771853,4.56757638339637,0.227522744694894,0.344791465941129
24,1,17,0,6,1.54496,3,23,70,60,1,0,13,300.542575101571,234.943295025984,637.974645158324,13,386.692307692308,352.918636660866,1443.5,2,1,1,9,0,1.26446562224744,4.20892770748451,0.312371882780897,0.501720972245789
24,1,17,0,3,2.34478,1,1,39,50,1,0,7,307.119459840248,196.731848121097,555.36389196634,7,359.428571428571,133.058078976635,584,1,1,0,5,0,0.338217757192581,4.12437603417129,0.101168845500264,0.401094638137115
24,1,17,0,1,3.98015,2,1,40,50,0,1,2,134.418263295727,121.738761227151,220.500566892695,2,314.25,57.6292026667036,355,0,0,0,2,0,0.39455262503364,3.85779309291749,0.119914219577361,0.436576257545467
24,1,17,0,9,3.52906,1,1,39,59,1,0,17,252.916696162418,232.901249633913,642.330150701335,17,486.794117647059,354.195702385327,1509.5,5,1,1,9,1,0.629363726250313,4.37883762611462,0.237169625200203,0.135840653961804
24,1,17,0,9,3.8058,4,3,80,71,1,1,22,369.764875356779,280.927451484787,762.522868509529,22,347.863636363636,205.896019863598,813.5,4,3,3,12,0,0.865715362664456,4.2773631791989,0.249712691864949,0.225776522556193
24,1,17,0,6,1.48679,1,1,19,60,0,0,13,277.101568031507,280.429330139258,860.915350078044,13,430.346153846154,461.295114533319,1875,3,2,0,8,0,0.681885333580853,4.13197306404968,0.247590469618351,0.344906850078881
24,1,17,0,3,0.84141,4,4,70,40,0,0,8,238.23968526594,264.913291451881,733.080045083755,8,326.25,166.327774503925,617.5,0,1,0,7,0,0.924872006484461,4.01427356919329,0.26423496652121,0.224353607787384
24,1,17,0,6,2.30271,2,2,70,40,0,1,16,330.364191357497,278.958156312533,865.492047912631,16,341.09375,225.794317816754,887.5,3,4,0,8,1,1.18160195560501,4.10311561080524,0.325927326088365,0.339662051597097
24,1,17,0,12,1.46307,1,1,19,41,0,0,29,250.141836211588,253.273407817453,815.480839750389,29,383.327586206897,341.723527448466,1732.5,4,1,3,21,0,0.778019798635671,4.19742447263779,0.219069061773339,0.170294985563441
24,1,17,0,1,1.05022,3,23,59,61,1,0,1,46.70915327856,0,46.70915327856,1,589,0,589,0,0,0,1,0,0.0816111712361915,3.86937480864403,0.0567717734311162,0.363625726113119
24,1,17,0,9,2.04645,1,4,28,50,1,0,23,307.296222419224,280.126510080561,939.058977114856,23,359.45652173913,350.332047461064,1452,0,2,3,17,1,0.710994848906176,4.16416044172006,0.224750733305184,0.339372163554985
25,1,19,0,3,2.00771,2,2,0,98,0,0,9,347.13146090957,246.179824295445,780.591834763854,9,223,52.4416342232009,287.5,2,0,2,4,1,0.768668471914723,4.37646259234732,0.217856319680115,0.548715957716611
25,1,19,0,12,3.79138,1,2,0,80,1,0,30,297.69552504186,274.602063250501,1065.82931325799,30,368.483333333333,255.132774200541,1254,5,1,5,17,2,0.714351234979004,4.5015986221439,0.235182100764966,0.367416382078125
25,1,19,0,1,2.88429,1,2,3,89,0,1,2,81.534013366584,73.1481156877974,133.257542000444,2,328.5,48.0832611206852,362.5,0,0,0,2,0,0.35219519153702,4.04625736346904,0.158685981325003,0.662238177833594
25,1,19,0,6,3.83053,1,2,5,90,1,0,14,287.489559754575,218.419105329761,628.284666771361,14,380.5,287.410989565599,1201.5,2,1,0,10,1,0.36630540706148,4.28949845891231,0.173753020447378,0.58585617246072
25,1,19,0,9,2.36385,1,2,0,77,0,0,13,193.112321045744,146.085868437092,513.844611726152,13,641.230769230769,681.935194116244,2787.5,6,0,0,6,1,0.548553425987611,4.32021889838391,0.1783415565749,0.185094624853518
25,1,19,0,1,2.83008,1,1,0,89,0,1,3,257.619181610916,136.105564357903,351.442886540616,3,241,108.098334862291,311,1,0,0,2,0,0.121766404971809,4.0903630611153,0.0385938717210269,0.472344890598781
25,1,19,0,6,1.66574,1,1,0,97,0,1,16,159.825692352709,140.09824327322,493.539137252559,16,345.625,165.809177470167,864.5,8,0,0,6,2,0.450052039789538,4.16463594616917,0.147762478694368,0.448504430531117
25,1,19,0,9,3.93167,3,4,90,81,0,0,17,308.274547955591,246.196502089412,766.009179122548,17,477.147058823529,402.214602416495,1899,6,0,3,7,1,0.653628531588451,4.34230180544822,0.227987219683521,0.414725130450044
25,1,19,0,3,3.32398,3,3,91,70,2,0,7,154.647764181331,138.144407074631,389.605884195811,7,309.642857142857,142.944544691789,575,4,0,0,3,0,0.586322184720945,3.97451770024255,0.222130724319769,0.339247469157007
25,1,19,0,9,1.57005,3,3,91,74,2,0,18,239.902570761696,242.203996452035,657.929261015194,18,474.416666666667,266.108461412436,1044.5,2,0,3,13,0,0.682151651882376,4.2386808719144,0.194484436543462,0.239617656547189
25,1,19,0,1,2.6549,1,23,5,83,0,0,3,233.465615741887,268.864971964353,540.9241582699,3,202.666666666667,30.4316173302264,231,0,0,0,2,1,0.194343109165787,3.79389340280509,0.0803660537043707,0.369815322614081
25,1,19,0,6,2.78877,3,23,91,80,1,1,9,195.375828325899,135.10938223978,430.422469789857,9,415.833333333333,205.052432319151,736,3,0,0,6,0,0.732420483633007,4.02599080579736,0.139514049367685,0.283128226089747
25,1,19,0,9,3.23463,1,1,0,44,0,0,17,150.747358435791,124.418790461572,444.550483634874,17,501.941176470588,412.65818491038,1746.5,6,0,0,11,0,0.535727397003953,4.04362292030065,0.186277217305317,0.132039202448677
25,1,19,0,3,3.85635,4,4,99,76,1,1,10,222.592177591507,168.810441768508,453.33789274668,10,271.75,158.266345478472,665,5,0,0,5,0,0.651962557063943,3.87012648935059,0.221140724462114,0.35237380156511
25,1,19,0,12,2.00742,2,1,89,83,1,1,18,322.266236150904,235.209376022143,803.381865926783,18,527.111111111111,414.846589488762,1750,9,0,3,6,0,0.357232832497315,4.09666469559826,0.122501803733256,0.374929226829399
25,1,19,0,1,4.75062,2,2,86,68,0,1,1,272.052132190032,233.62294772085,642.310612165173,1,1030,0,1030,0,0,0,1,0,0.314325023269363,3.79895896305933,0.111865109776698,0.365492487796167
25,1,19,0,6,2.86946,4,2,91,80,0,0,11,240.98684529479,239.831286395982,842.005421597747,11,482,465.409013664325,1833,4,0,0,7,0,0.793154994021297,3.9039270753918,0.227680619483631,0.283801159473875
25,1,19,0,3,1.46327,1,1,6,80,1,0,7,228.161553896657,172.787144952126,482.355455032904,7,354.785714285714,240.937034849159,731,4,0,0,3,0,0.702288253482423,3.92960033198485,0.21960396835118,0.24254164321972
25,1,19,0,20,1.1381,1,1,7,50,0,0,32,241.209484144673,226.508431608153,793.213744838048,32,590.921875,670.92568586816,3195,14,0,0,18,0,0.390779845426096,4.0867739190741,0.157574087349442,0.203346902899597
25,1,19,0,20,1.55306,1,1,8,70,0,1,32,251.81437104996,261.383223851853,905.911298086077,32,597.65625,830.755771702937,3882.5,9,2,6,14,1,0.345811708624685,3.69799203470481,0.138912245986329,0.0480761646184141
25,1,19,0,6,1.12807,1,1,12,59,1,0,17,241.199582887397,214.991341853875,694.892153502973,17,325.441176470588,179.306553347973,706.5,8,0,1,7,1,0.265583314565752,3.61256191204027,0.0850779601014744,0.324766379674362
25,1,19,0,6,2.9392,4,4,90,71,1,1,12,301.716864193106,187.007223690751,603.475892227685,12,414,316.666658692185,1282,7,0,0,5,0,0.59553369339435,3.62028521098357,0.159949849299425,0.276069459974996
25,1,19,0,1,2.1069,1,1,12,62,1,1,2,265.579613263865,257.351186197445,447.55438217048,2,339.5,70.0035713374682,389,0,0,0,2,0,-0.0339386411497338,3.49050076525408,0.0931254756082714,0.3424888892145
25,1,19,0,9,2.35864,3,23,80,74,1,0,18,196.897735265224,149.149186713419,543.712189489991,18,397.638888888889,260.998355052037,1035,5,0,0,11,2,0.76641008629188,3.71672877719391,0.18187450342315,0.230381963771286
