2.000000000000000000e+00,3.743575428999999843e+00,1.014000000000000000e+03,2.593316328999999882e+02,1.784118589999999782e-01,9.000000000000000000e+00,3.311875000000000000e+02,4.382357678000000192e+02,4.074235199999999963e+02
3.000000000000000000e+00,3.381404662000000005e+00,1.157500000000000000e+03,3.132665288999999689e+02,1.172026019999999891e-01,1.200000000000000000e+01,3.986578946999999857e+02,3.508360338999999612e+02,3.548650473999999804e+02
0.000000000000000000e+00,3.410608214999999888e+00,1.292500000000000000e+03,4.884725683000000345e+02,9.846946199999999372e-02,3.000000000000000000e+00,4.378000000000000114e+02,3.362143993999999907e+02,3.407106372000000079e+02
0.000000000000000000e+00,3.291651504999999922e+00,9.450000000000000000e+02,2.251173847000000023e+02,1.040284159999999986e-01,1.600000000000000000e+01,3.924761904999999729e+02,3.675614884999999958e+02,3.024373278999999570e+02
0.000000000000000000e+00,3.157290506000000274e+00,1.460000000000000000e+02,0.000000000000000000e+00,9.053449800000000491e-02,1.000000000000000000e+00,1.460000000000000000e+02,1.042559350999999879e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.419901692999999909e+00,3.495000000000000000e+02,9.220934062999999981e+01,6.071987699999999849e-02,4.000000000000000000e+00,2.121250000000000000e+02,3.790168692999999962e+02,3.812044359999999870e+02
1.000000000000000000e+00,3.921944106999999846e+00,5.860000000000000000e+02,1.717646646000000032e+02,2.707958489999999774e-01,4.000000000000000000e+00,3.385000000000000000e+02,2.906341995000000225e+02,2.898081442999999808e+02
7.000000000000000000e+00,4.054931908000000362e+00,2.008500000000000000e+03,4.703614478000000076e+02,2.185373210000000066e-01,1.000000000000000000e+01,4.983823529000000008e+02,3.269919874999999934e+02,2.519055723000000171e+02
4.000000000000000000e+00,3.658716231000000096e+00,8.985000000000000000e+02,2.378147769999999923e+02,1.265217720000000046e-01,7.000000000000000000e+00,2.437272726999999861e+02,2.862051996999999801e+02,2.244382386999999994e+02
3.000000000000000000e+00,3.607518540000000051e+00,3.855000000000000000e+02,8.196895909999999219e+01,1.268375619999999870e-01,9.000000000000000000e+00,2.034230769000000123e+02,2.770537289000000101e+02,2.577273897000000034e+02
9.000000000000000000e+00,3.799735273000000024e+00,1.574500000000000000e+03,3.684384751999999708e+02,1.595024929999999952e-01,1.400000000000000000e+01,3.325799999999999841e+02,2.995602763000000550e+02,2.548998206999999923e+02
1.700000000000000000e+01,3.665934430000000077e+00,1.526500000000000000e+03,3.450756113999999570e+02,1.461597830000000153e-01,2.700000000000000000e+01,4.229090909000000238e+02,2.703580400000000168e+02,2.138140013000000295e+02
7.000000000000000000e+00,4.043425811000000536e+00,9.800000000000000000e+02,2.202088325000000282e+02,3.861024660000000330e-01,1.300000000000000000e+01,3.663214286000000470e+02,3.288021073999999544e+02,3.556165708000000336e+02
0.000000000000000000e+00,3.105732551000000452e+00,1.470000000000000000e+02,3.323401872000000168e+01,1.203334730000000102e-01,2.000000000000000000e+00,1.235000000000000000e+02,1.327284587000000045e+02,8.094443558000000039e+00
0.000000000000000000e+00,3.848483126999999726e+00,1.519000000000000000e+03,4.400583483999999999e+02,2.903494219999999681e-01,1.100000000000000000e+01,4.613000000000000114e+02,3.814388238999999317e+02,3.140839058999999907e+02
6.000000000000000000e+00,3.640863101999999962e+00,1.493000000000000000e+03,3.811542408999999907e+02,3.152597289999999886e-01,1.500000000000000000e+01,4.811521738999999798e+02,2.893637749999999755e+02,2.525684837999999957e+02
2.000000000000000000e+00,2.833605468999999655e+00,4.440000000000000000e+02,1.000448709000000065e+02,2.241255930000000118e-01,5.000000000000000000e+00,2.503571429000000137e+02,4.370120780000000309e+02,2.153653188000000114e+02
1.000000000000000000e+00,2.181098964000000251e+00,5.280000000000000000e+02,2.315774708000000146e+02,1.321077459999999981e-01,1.000000000000000000e+00,3.642500000000000000e+02,3.918887468999999442e+02,7.168469256000000200e+01
0.000000000000000000e+00,3.181292326999999975e+00,2.765000000000000000e+02,6.965001795000000584e+01,1.879002549999999883e-01,2.000000000000000000e+00,2.272500000000000000e+02,8.448080683000000590e+01,3.342804292000000288e+01
2.000000000000000000e+00,4.437615121000000329e+00,1.339000000000000000e+03,3.941353285000000142e+02,2.058130180000000142e-01,1.000000000000000000e+01,4.672083333000000493e+02,2.584386291999999798e+02,1.553150937000000056e+02
