3.759124979187618114e-03,-4.371665758662857094e-04,1.903966968602617375e-03,-2.951329650168190918e-03,-6.043998817040119667e-03,3.052818293217569694e-03,-2.607729812007164669e-03,-1.208185591312940311e-03,3.085928490108926902e-03
8.548160317732254529e-03,3.960067456937395314e-03,5.255108654564537643e-03,4.773298680593143078e-03,-8.699631044983106853e-03,9.265606949338689056e-04,6.865326854385784931e-03,2.930015648607877700e-03,6.781467259825149467e-03
-1.230490643807570506e-02,-1.619438449379231263e-03,1.370375256927218281e-02,4.961739139616838223e-04,-7.587923561331990328e-03,4.521882139160879506e-03,2.525701129416120169e-03,1.180768438867744324e-02,3.082849699807411678e-02
-1.051658880925970124e-02,-5.444811015622690563e-03,1.649563901537476340e-02,-3.464429388623102655e-03,-8.517271573036850479e-03,-1.112933200587576735e-02,3.205813326567294973e-03,1.209792156019830200e-02,1.601862414005154195e-02
-4.645707705101813356e-02,-4.849187443869596055e-03,-2.204950929090045836e-02,-1.980329583293496259e-03,-1.621626461361301910e-02,3.855588549122330577e-03,-5.255209254610235942e-03,-6.668761858018115371e-03,-6.641833738885907085e-03
-3.739288368335109969e-02,1.070705228976294226e-03,-4.085183290922941857e-02,-2.148192827626189527e-03,-1.274061518973212438e-02,3.115583461549249669e-03,-6.471799336959520484e-03,2.971331804692453962e-03,1.318691972052874958e-02
2.285636383785458886e-02,4.744684228862752415e-03,-4.672499633306870150e-04,1.826466714446723901e-03,1.122191086156817605e-02,1.028087709732062628e-02,-8.672386833495693064e-04,-1.609901568044733817e-03,3.257560808560811243e-04
3.847969179551000846e-02,-1.132995462226972505e-02,4.744052079913672372e-03,-3.133479582102154451e-03,2.649180325170163910e-03,-1.642503001821751319e-03,-2.317951656659715705e-03,-5.558331784122856611e-03,-1.094599353775265599e-02
1.929675808132742462e-02,4.146569968288531943e-03,4.924624851628323259e-03,-3.925007086781989035e-03,-4.429707104372937118e-03,8.990014489463647729e-03,-6.274013372421905106e-03,-2.892635478601732636e-03,3.408844372970634262e-03
2.459330690478964132e-02,1.555335436078166770e-03,-3.176115107016812700e-03,-1.434657933259586571e-03,-1.293933974959145423e-02,1.794012521640979754e-03,-8.006835561209299859e-03,-2.298711249568441591e-03,-1.186904855298052952e-02
3.465893659042194180e-02,-5.332408730937459283e-03,1.994410794250143365e-03,4.944332033228420083e-03,-1.331876206460947364e-02,-1.597785064786876388e-02,-4.900969090012950030e-03,-4.921358968495041786e-03,-5.062995245207275313e-03
2.956056391885795304e-02,-5.596242667124897395e-03,3.582646540889982203e-03,4.932445573977020138e-03,-9.922211645025526272e-03,-1.983062163286376800e-02,3.556800256737915368e-03,-2.478537133356439881e-03,-2.432431243814790062e-03
3.584508654312230924e-02,-8.266847682152729179e-03,3.796794225636404129e-03,-4.400346219335915174e-03,1.261280541843007134e-02,-4.265258857594744421e-03,-9.705310121353250344e-04,-9.384001191392599139e-04,1.354959481683181387e-02
-4.425404454581439301e-02,-2.381396230230166128e-03,-2.085351373230878366e-02,-2.468844732684374529e-03,-1.705946993628458530e-02,3.292790204141056356e-03,-5.917504223143623884e-03,1.723612270143348680e-03,-5.350262703632324875e-03
-2.125036238430766389e-02,3.727276980462193058e-03,1.402634714262603749e-02,-2.219305584731046192e-05,2.987085669883526688e-03,-4.496266786009073431e-03,2.593890972566441615e-03,1.148626474034244831e-02,3.285946572690590789e-02
