numS,sAmpMean,sAmpStd,sAmpMax,numF,fMean,fStd,fMax,backMirror,leftMirror,rightMirror,road,sky,pupilChange,pupilMean,pupilStd,SA
2,391.8887469,71.68469256,442.5774791,2,364.25,231.5774708,528,1,0,0,1,0,0.39328847,2.181098964,0.132107746,0.172064123
16,296.979202,215.2729043,623.1954128,16,312.53125,164.6281131,715.5,7,0,0,7,2,0.627329385,2.542018904,0.185481644,0.167306609
18,475.8658966,250.0782338,856.614035,18,445.6111111,462.1490578,1789.5,4,4,0,10,0,1.249473016,3.983849236,0.34404591,0.184125511
3,73.44394307,37.147168,116.1461579,3,276.8333333,227.9859279,534,0,0,0,3,0,0.450289836,3.316408953,0.144699647,0.602871096
10,289.1352906,250.3295005,618.8753126,10,255.85,154.4107167,650,3,0,0,7,0,0.767332982,3.914367241,0.297622604,0.197410123
21,354.6878178,367.964411,1175.141899,21,481.4761905,681.6092993,3110.5,4,0,2,13,2,1.282808665,4.182583525,0.330924744,0.422893489
18,355.625943,322.8858759,948.2431189,18,285.8611111,203.9355294,845.5,2,1,0,15,0,1.093894031,3.971580155,0.386891629,0.670533474
26,353.2049063,252.767912,810.9011438,26,280.8076923,159.9111676,729.5,4,1,1,18,2,1.405451582,4.066710957,0.31402145,0.338112526
59,325.9785319,312.7064003,1397.596091,59,301.779661,243.5689782,1484,15,6,5,32,1,0.97692779,4.142116756,0.245758403,0.224204944
15,324.0712839,227.0799244,710.0810165,15,297.4,223.2250786,940,3,1,1,9,1,1.272727508,3.729075182,0.319591043,0.224171654
14,419.9094716,413.3292447,1147.19044,14,362.4285714,195.4769175,709.5,4,2,1,6,1,0.939296935,3.8606015,0.326493172,0.325131338
27,436.6249039,352.4056525,1151.157821,27,300.8518519,236.8836056,1044,5,1,3,17,1,1.195580423,3.904437929,0.311785175,0.143202119
7,340.6535885,245.2870966,611.1938093,7,352.4285714,399.1119756,1225,2,0,0,5,0,0.652790295,3.538907941,0.224016359,0.103866794
25,368.2926975,282.2144735,1008.0975,25,443.88,386.9783123,1673,7,1,2,14,1,1.130511398,3.972882676,0.303738424,0.081641243
10,292.0376471,245.9999248,627.8985029,10,268.7,206.0387234,793,3,1,0,6,0,0.602138211,3.612609687,0.282669777,0.149627387
4,204.4054685,291.6424582,640.6149097,4,227.375,89.06025582,356,1,0,0,3,0,0.546767652,3.068752841,0.186179431,0.260380889
13,327.0205289,303.6612769,999.024807,13,425.6923077,391.133531,1327.5,4,0,0,9,0,1.189203819,3.759238758,0.332834875,0.092728265
23,258.918847,233.6229477,685.4753825,23,361.6956522,183.8231449,717.5,5,1,1,15,1,1.021839778,3.894575448,0.332073868,0.086129809
2,84.48080683,33.42804292,108.1180027,2,227.25,69.65001795,276.5,0,0,0,2,0,0.577108172,3.181292327,0.187900255,0.380470185
2,404.2951794,76.94298715,458.7020874,2,444.25,203.2931996,588,0,0,0,2,0,0.378541643,3.247653771,0.159098469,0.381791758
8,160.7948744,140.0414184,402.9445744,8,348.125,270.2913441,963.5,1,0,0,7,0,0.945903821,3.670265593,0.275166671,0.188976117
26,313.3082915,384.3573268,1333.736992,26,420.8076923,343.2179214,1419.5,7,2,0,17,0,1.621953841,4.192812953,0.417531265,0.193287368
4,211.4090278,103.225989,327.7715744,4,191.5,85.49756332,310.5,0,0,0,4,0,0.644406658,3.269575283,0.221811269,0.402174919
18,304.0110042,276.8442111,718.5671193,18,304.0277778,290.8610681,1304,7,0,3,8,0,1.187527611,3.871187524,0.274147388,0.15541714
22,388.7728068,387.3083666,1261.33473,22,346.7272727,407.9167961,1892.5,6,2,0,14,0,1.51825864,3.995653573,0.412003667,0.141922108
4,220.8713105,200.3716271,442.0644438,4,223.625,110.856044,353.5,1,0,0,3,0,0.445209289,3.366930724,0.127869537,0.309848051
7,262.5870321,148.4530531,436.5073911,7,330.1428571,239.8822132,804.5,3,0,0,4,0,1.173705367,3.698585484,0.385541889,0.142240569
19,258.6003488,163.0276024,576.3638478,19,285.1315789,168.344046,704.5,7,0,0,9,3,1.390023638,3.829651626,0.379990769,0.22975691
17,305.2449721,252.225615,751.307868,17,274.2941176,149.6017692,686.5,5,0,0,12,0,1.197175953,3.947422933,0.331446712,0.179678416
7,232.5457789,260.2708293,639.5772432,7,293,224.932953,683.5,1,0,0,6,0,0.895454915,3.706160519,0.340902349,0.132270909
12,187.0312995,186.627727,549.0400441,12,720.2083333,943.962284,3589,3,0,0,9,0,1.16150634,4.013257272,0.290360124,0.077350885
22,202.2753555,208.5427117,632.4646156,22,387.7045455,339.7557827,1668.5,7,0,0,13,2,1.333131508,3.982908973,0.301271967,0.168124959
38,258.0282808,254.5111269,729.1508983,38,497.0526316,533.8443921,3026.5,11,0,2,24,1,1.082214027,4.22768465,0.287024332,0.248791129
2,347.2409769,20.72553794,361.8961453,2,319,277.1858582,515,0,0,0,2,0,0.559282913,3.319819061,0.193027147,0.349617196
6,316.6042634,248.7681088,575.8278671,6,395,262.4214168,766,3,0,0,3,0,0.703773683,3.677602361,0.275043778,0.139602817
12,258.4386292,155.3150937,524.0851887,12,467.2083333,394.1353285,1339,2,0,0,10,0,0.825811211,4.437615121,0.205813018,0.464070072
23,346.4155381,280.7408237,859.5320733,23,358.2173913,289.0338068,1045.5,6,4,2,11,0,0.951706379,4.654458966,0.221827756,0.299738514
9,214.9301753,224.3435438,623.656975,9,271.8333333,125.5298769,472.5,2,0,0,7,0,0.760595594,4.391583926,0.256083716,0.389789312
28,271.0265395,287.1953713,868.8634142,28,398.1607143,227.5053542,1257.5,8,1,6,13,0,1.275236554,4.765766036,0.333055186,0.412972553
4,123.2513447,30.59454794,168.2618867,4,234.5,124.0383005,415,0,0,0,4,0,0.375959648,4.175526372,0.148249165,0.514602934
3,178.4356946,227.3184701,440.7275916,3,284.1666667,66.4686643,360,0,0,0,3,0,0.379820962,4.000218133,0.16732525,0.332589764
10,249.0777999,230.3011382,683.4756835,10,252.2,121.597743,567.5,6,0,0,3,1,0.81557195,4.344667102,0.276496019,0.356690681
20,393.289639,325.2987426,1050.605599,20,346.75,253.3202415,937,6,1,3,9,1,1.401784694,4.4157888,0.27398608,0.159755417
26,327.1222007,290.9422211,916.6047458,26,430.5576923,267.8912961,1231.5,7,1,2,16,0,0.64373012,4.538977286,0.16776091,0.364197532
9,428.0927023,255.9379964,721.6863342,9,282.6666667,137.7844784,488,2,0,2,3,2,0.526876121,4.470735944,0.170226927,0.567504557
9,205.8358073,242.374032,639.8678184,9,287.4444444,235.8285188,887,2,0,0,6,1,0.860332897,4.259355795,0.225651787,0.289374114
13,326.7013045,277.6698136,894.5189839,13,430.5769231,497.0380957,1809.5,3,2,0,6,2,1.05353435,4.367086435,0.255371115,0.354420573
2,483.2871755,21.37368711,498.4006546,2,302.5,135.764502,398.5,0,0,0,2,0,0.381225888,4.073019001,0.171753249,0.468508619
15,254.5651668,248.5331518,782.0836608,15,362.4666667,314.9602847,1368.5,7,0,2,6,0,0.728081207,4.454124126,0.176698108,0.339989702
47,287.6377376,259.2338457,816.3272536,47,399.4361702,266.8508299,1058,18,1,2,26,0,0.730527904,4.517136249,0.20074636,0.317254985
14,261.1570939,245.5431405,671.8603147,14,402.3214286,513.559996,2126,5,0,1,8,0,0.69885135,4.305535829,0.255639518,0.314306948
4,149.2302548,31.88234458,190.4682913,4,194.375,60.06714992,261.5,0,0,0,4,0,0.433995256,3.952074089,0.163898334,0.427357147
27,303.2005862,264.8287099,844.5039506,27,265.8888889,140.2880507,702,10,2,3,12,0,0.944746988,4.489330677,0.222734606,0.176139801
21,344.6268933,276.6002805,794.6096856,21,375.8095238,287.8200165,1291.5,5,0,3,12,1,0.968955582,4.352599798,0.238210239,0.412121463
23,317.4920174,245.5131469,746.2968344,23,362.1521739,295.5639999,1255,11,0,3,9,0,0.547552805,4.605590594,0.216569773,0.312606221
3,257.5166079,155.0706411,365.0292762,3,197.1666667,10.11599394,203.5,2,0,0,0,1,0.405041723,4.007231398,0.140190338,0.54184146
2,493.5995892,128.4248269,584.4096551,2,442.75,269.0541302,633,0,0,0,2,0,0.505878647,3.954671535,0.187716568,0.288422377
8,204.1132769,168.8542891,464.4646488,8,704.0625,611.9404405,2026,3,0,0,5,0,0.866457723,4.235990982,0.224909278,0.325886503
20,249.7076184,202.9383522,554.7231607,20,411.675,370.6617935,1756,7,0,0,11,2,0.814202196,4.344811178,0.24598672,0.31482537
11,287.2490814,232.7552792,685.2190033,11,455.4545455,528.2341552,2008.5,4,0,0,7,0,0.7263814,4.300988351,0.23948225,0.2772115
10,164.2734524,180.6407256,604.2006972,10,262.25,195.8340071,773,5,0,0,4,1,0.47404645,4.120662435,0.218569111,0.342583358
25,275.0464603,268.6738347,958.4932577,25,430.28,250.0207108,832,5,0,1,19,0,0.851190419,4.36010088,0.18879969,0.137474151
20,154.2772761,140.7361747,438.4746572,20,270.875,128.2665681,686.5,13,0,0,7,0,0.8360057,4.244633265,0.212016008,0.230033039
5,361.8326082,221.4971689,623.6160077,5,467.4,280.2845429,752.5,1,0,0,4,0,0.508705007,4.07859678,0.15661485,0.279012622
7,179.4353291,176.6363927,454.6336135,7,338,173.2086892,600,2,0,0,5,0,0.827707534,4.1646349,0.259415164,0.248756747
41,270.4879763,244.129393,677.6567309,41,458,372.5273983,1654,12,0,3,26,0,0.80923164,4.383190513,0.17399472,0.379194038
15,179.5544415,186.3629457,482.2161549,15,558.5666667,477.0510555,1512.5,2,0,0,13,0,1.050366978,4.338271473,0.267210689,0.196982256
3,254.7866953,270.2678229,556.3115674,3,296.1666667,127.7539954,442,0,0,0,3,0,0.399284333,3.832374957,0.166999943,0.658777484
27,290.1600356,260.3204217,760.2956415,27,418.3703704,309.0015432,1645.5,0,1,5,21,0,1.023609311,4.201937506,0.238312922,0.334149781
6,105.9436855,34.98822797,152.5492789,6,407.4166667,237.6014345,768.5,0,0,0,6,0,1.025806262,3.775464931,0.367068471,0.292017923
14,226.3827831,265.7915895,831.7783389,14,368.2857143,167.0723835,612.5,0,1,1,12,0,0.950247859,3.956842382,0.372505028,0.33955608
18,265.7432442,287.9218056,1143.751215,18,466.4444444,549.1543201,2565.5,2,3,0,13,0,0.929264851,3.911779458,0.283374308,0.250854572
1,148.7101627,0,148.7101627,1,418,0,418,0,0,0,1,0,0.40836114,3.269598246,0.147191855,0.500859187
4,109.7896234,5.8249294,118.0612659,4,352.625,119.1584205,450.5,0,0,0,4,0,1.023739058,3.742199698,0.324894832,0.401184772
28,326.2077422,331.3222997,1148.202214,28,372.1428571,196.2645068,923.5,0,4,2,22,0,0.661704709,3.963554629,0.24004498,0.124655135
4,54.29729506,23.27355434,87.00696811,4,179.25,58.98234199,249,0,0,0,4,0,0.47625886,3.238907266,0.161796193,0.557822515
1,34.7023054,0,34.7023054,1,518,0,518,0,0,0,1,0,0.403727926,3.244776511,0.129119273,0.225551861
20,344.7492071,292.1670731,742.8851997,20,364.975,264.5572008,977,0,5,1,14,0,1.190000748,3.8053225,0.283518467,0.314253598
11,299.8266561,365.7665296,1196.871059,11,447.0909091,373.3912036,1519.5,0,1,1,9,0,0.995367402,3.694934439,0.301299926,0.448999754
12,304.6501193,246.4899187,755.5118546,12,431.5,365.2021234,1400.5,0,1,2,9,0,0.969880007,3.631397146,0.3148044,0.394306054
6,370.6661891,274.8552074,682.2190795,6,450.5,250.4495957,771,0,1,0,5,0,0.64921148,3.493112854,0.179086369,0.305411845
21,376.4231855,398.7276966,1307.938426,21,400,257.8367216,1137.5,4,3,4,10,0,0.589453312,3.726646348,0.283234525,0.239135168
1,271.8869664,233.9661461,642.3301507,1,1031,0,1031,0,0,0,1,0,0.422694702,3.037659813,0.154097277,0.442034123
17,345.6015068,276.1285474,743.8111118,17,304.2941176,172.7317337,733,3,3,2,9,0,0.926015835,3.668477171,0.232425194,0.217436389
16,411.1386887,392.6972558,1168.756581,16,486.03125,469.6995305,1674,0,3,3,10,0,0.879369091,3.652669104,0.227373135,0.340872719
44,348.5245345,290.8864256,1097.866094,44,424.5227273,352.7403676,2017.5,3,7,4,30,0,0.953622116,3.926558193,0.255933285,0.174322517
8,255.4209113,236.6026339,621.2607685,8,323.3125,193.617985,713,1,1,0,6,0,0.801095934,3.454355389,0.264731862,0.156150371
20,367.2323503,328.9824557,1203.478622,20,260.4,145.5557951,650.5,2,4,3,11,0,0.843341494,3.89370164,0.214977727,0.179394521
24,359.208879,378.7732809,1323.734227,24,330.2708333,212.3212793,746,6,3,2,13,0,1.137155213,3.733739892,0.327776434,0.07857093
22,354.9287727,350.2721936,1191.793695,22,512.8863636,362.1521626,1331,0,2,5,15,0,0.867090218,3.863661248,0.260026936,0.086935261
13,317.2037839,354.1219782,1205.098985,13,322.4615385,179.4584982,811,0,3,1,9,0,0.88727199,3.722760529,0.232247664,0.228824276
12,317.9000992,248.3458202,647.4024714,12,388.0833333,334.7149964,1269,3,2,0,7,0,1.041448918,3.685312548,0.264610242,0.221518256
21,413.6889691,318.6986174,867.1592429,21,394.8571429,304.1180339,1088.5,3,2,3,13,0,1.367849743,3.864232298,0.314575266,0.260790305
18,350.331587,332.1564848,1114.651221,18,450.6666667,290.8866264,1162,2,3,3,10,0,0.818646382,3.73420345,0.25217611,0.218275266
33,402.9146321,377.5173753,1256.258592,33,572.6969697,917.4673439,4382.5,4,6,5,18,0,1.175811789,3.887675521,0.26818141,0.207993715
6,430.4545463,423.9013445,1162.663461,6,372.0833333,223.1280835,787.5,0,1,1,4,0,0.918132827,3.534095182,0.260923747,0.169700367
7,236.9886537,269.3262206,666.6020252,7,313.9285714,137.4213195,575,1,0,2,4,0,0.751980632,3.581234024,0.224058993,0.226256958
3,71.52186224,54.38247496,133.8142089,3,203,59.89365576,271.5,0,0,0,3,0,0.357637148,3.434106549,0.130332095,0.446617106
4,216.1501515,155.0016297,406.8295097,4,159.375,61.33293705,222,0,0,0,4,0,0.6526872,3.205899511,0.232908091,0.387537443
3,248.1598897,318.0922625,614.6174928,3,262.5,138.1493757,422,0,1,0,2,0,0.369143786,3.431926895,0.137825722,0.571199861
9,332.1880112,408.8272254,1178.111039,9,288.3333333,254.4311056,944,0,2,1,6,0,0.687613946,3.650490168,0.317780442,0.170352372
21,177.0610576,225.2164653,815.1858454,21,521.6904762,313.3524962,1553,1,2,0,18,0,0.981927653,4.53533052,0.274272169,0.698226253
15,393.4424257,305.6439331,1006.69271,15,526.6666667,478.8228373,1945,1,2,0,12,0,0.743040484,4.459563916,0.180323361,0.482954595
10,429.3851921,209.2328362,718.4521157,10,474.65,302.3681577,1136,1,1,0,8,0,0.812954624,4.412923643,0.21869628,0.414305309
6,277.3178048,206.0878494,588.9702221,6,458.5,236.6410784,750.5,1,0,0,4,1,0.541055611,4.246312553,0.181498473,0.361781118
2,110.5294405,2.799205086,112.5087774,2,436.25,184.2013165,566.5,0,0,0,2,0,0.29679112,3.973977456,0.105828586,0.523442006
9,351.2138301,186.4644435,577.9014622,9,296.5555556,221.6209383,856,3,0,1,3,2,1.07494222,4.176550979,0.34603399,0.339174587
1,316.6861735,0,316.6861735,1,678.5,0,678.5,0,0,0,1,0,0.328673503,3.798709852,0.119921301,0.629333083
23,471.1693161,262.9492487,1200.867624,23,311.6086957,217.1226066,925.5,5,3,1,14,0,1.091237798,4.492837908,0.331267956,0.286927661
9,324.2367743,215.0480384,613.5290132,9,435.7777778,259.6573597,980.5,3,0,0,6,0,1.168806121,4.250643163,0.315242906,0.458467411
10,279.2398167,264.5340889,653.2986932,10,220.75,101.8428119,449.5,4,0,0,6,0,0.8485958,3.962139268,0.266238174,0.26049092
17,265.6013053,239.4944207,678.6190408,17,276.3823529,181.8683014,785.5,7,0,0,9,1,1.148548457,4.164773978,0.354629968,0.518210748
44,288.1663376,247.648724,1009.82168,44,425.0454545,542.8016878,3143,13,2,0,28,1,1.186252524,4.52076088,0.274266651,0.168200424
14,370.5966847,293.6732449,800.6752556,14,332.9642857,229.1382237,849,7,0,2,4,1,1.042309498,4.123482059,0.321798398,0.272343174
17,312.8746063,271.5841303,955.2297642,17,487.3823529,518.0828098,2013.5,3,3,0,9,2,1.328991339,4.181912462,0.363405572,0.4150281
3,364.656687,178.3948875,544.675463,3,273.3333333,151.7747783,423.5,0,1,0,2,0,0.536844042,3.429306555,0.209676943,0.473920553
2,121.3924391,40.66160921,150.1445387,2,185.75,114.1977452,266.5,0,0,0,2,0,0.257920068,3.652299315,0.133940501,0.302219063
29,377.7023991,321.0589016,1278.880077,29,374.0172414,262.8366373,1195,11,3,0,14,1,1.310627339,4.291501852,0.336956848,0.31871133
8,272.7455491,229.8988169,620.6278422,8,236.875,100.1804622,456,2,0,0,6,0,0.938541714,3.899259653,0.291354571,0.256678182
20,317.2427941,251.4778197,781.9686774,20,415.45,367.9295878,1701,4,0,3,13,0,0.975317899,4.17714338,0.276476697,0.368806791
3,299.7046781,199.7034429,471.4299312,3,271.5,165.0848267,460.5,0,0,0,3,0,0.419813754,3.679428881,0.155431152,0.611545682
10,249.7562311,173.7569583,575.5489228,10,264.75,136.5076819,594.5,5,0,0,5,0,0.194770136,4.206262682,0.121890314,0.217583698
42,344.8218323,293.7220804,1039.789432,42,418.1071429,553.308106,3422.5,7,6,0,25,4,0.958858871,4.567576383,0.227522745,0.344791466
13,300.5425751,234.943295,637.9746452,13,386.6923077,352.9186367,1443.5,2,1,1,9,0,1.264465622,4.208927707,0.312371883,0.501720972
7,307.1194598,196.7318481,555.363892,7,359.4285714,133.058079,584,1,1,0,5,0,0.338217757,4.124376034,0.101168846,0.401094638
2,134.4182633,121.7387612,220.5005669,2,314.25,57.62920267,355,0,0,0,2,0,0.394552625,3.857793093,0.11991422,0.436576258
17,252.9166962,232.9012496,642.3301507,17,486.7941176,354.1957024,1509.5,5,1,1,9,1,0.629363726,4.378837626,0.237169625,0.135840654
22,369.7648754,280.9274515,762.5228685,22,347.8636364,205.8960199,813.5,4,3,3,12,0,0.865715363,4.277363179,0.249712692,0.225776523
13,277.101568,280.4293301,860.9153501,13,430.3461538,461.2951145,1875,3,2,0,8,0,0.681885334,4.131973064,0.24759047,0.34490685
8,238.2396853,264.9132915,733.0800451,8,326.25,166.3277745,617.5,0,1,0,7,0,0.924872006,4.014273569,0.264234967,0.224353608
16,330.3641914,278.9581563,865.4920479,16,341.09375,225.7943178,887.5,3,4,0,8,1,1.181601956,4.103115611,0.325927326,0.339662052
29,250.1418362,253.2734078,815.4808398,29,383.3275862,341.7235274,1732.5,4,1,3,21,0,0.778019799,4.197424473,0.219069062,0.170294986
1,46.70915328,0,46.70915328,1,589,0,589,0,0,0,1,0,0.081611171,3.869374809,0.056771773,0.363625726
23,307.2962224,280.1265101,939.0589771,23,359.4565217,350.3320475,1452,0,2,3,17,1,0.710994849,4.164160442,0.224750733,0.339372164
9,347.1314609,246.1798243,780.5918348,9,223,52.44163422,287.5,2,0,2,4,1,0.768668472,4.376462592,0.21785632,0.548715958
30,297.695525,274.6020633,1065.829313,30,368.4833333,255.1327742,1254,5,1,5,17,2,0.714351235,4.501598622,0.235182101,0.367416382
2,81.53401337,73.14811569,133.257542,2,328.5,48.08326112,362.5,0,0,0,2,0,0.352195192,4.046257363,0.158685981,0.662238178
14,287.4895598,218.4191053,628.2846668,14,380.5,287.4109896,1201.5,2,1,0,10,1,0.366305407,4.289498459,0.17375302,0.585856172
13,193.112321,146.0858684,513.8446117,13,641.2307692,681.9351941,2787.5,6,0,0,6,1,0.548553426,4.320218898,0.178341557,0.185094625
3,257.6191816,136.1055644,351.4428865,3,241,108.0983349,311,1,0,0,2,0,0.121766405,4.090363061,0.038593872,0.472344891
16,159.8256924,140.0982433,493.5391373,16,345.625,165.8091775,864.5,8,0,0,6,2,0.45005204,4.164635946,0.147762479,0.448504431
17,308.274548,246.1965021,766.0091791,17,477.1470588,402.2146024,1899,6,0,3,7,1,0.653628532,4.342301805,0.22798722,0.41472513
7,154.6477642,138.1444071,389.6058842,7,309.6428571,142.9445447,575,4,0,0,3,0,0.586322185,3.9745177,0.222130724,0.339247469
18,239.9025708,242.2039965,657.929261,18,474.4166667,266.1084614,1044.5,2,0,3,13,0,0.682151652,4.238680872,0.194484437,0.239617657
3,233.4656157,268.864972,540.9241583,3,202.6666667,30.43161733,231,0,0,0,2,1,0.194343109,3.793893403,0.080366054,0.369815323
9,195.3758283,135.1093822,430.4224698,9,415.8333333,205.0524323,736,3,0,0,6,0,0.732420484,4.025990806,0.139514049,0.283128226
17,150.7473584,124.4187905,444.5504836,17,501.9411765,412.6581849,1746.5,6,0,0,11,0,0.535727397,4.04362292,0.186277217,0.132039202
10,222.5921776,168.8104418,453.3378927,10,271.75,158.2663455,665,5,0,0,5,0,0.651962557,3.870126489,0.221140724,0.352373802
18,322.2662362,235.209376,803.3818659,18,527.1111111,414.8465895,1750,9,0,3,6,0,0.357232832,4.096664696,0.122501804,0.374929227
1,272.0698968,233.9923702,643.3890541,1,1030,0,1030,0,0,0,1,0,0.314325023,3.798958963,0.11186511,0.365492488
11,240.9868453,239.8312864,842.0054216,11,482,465.4090137,1833,4,0,0,7,0,0.793154994,3.903927075,0.227680619,0.283801159
7,228.1615539,172.787145,482.355455,7,354.7857143,240.9370348,731,4,0,0,3,0,0.702288253,3.929600332,0.219603968,0.242541643
32,241.2094841,226.5084316,793.2137448,32,590.921875,670.9256859,3195,14,0,0,18,0,0.390779845,4.086773919,0.157574087,0.203346903
32,251.814371,261.3832239,905.9112981,32,597.65625,830.7557717,3882.5,9,2,6,14,1,0.345811709,3.697992035,0.138912246,0.048076165
17,241.1995829,214.9913419,694.8921535,17,325.4411765,179.3065533,706.5,8,0,1,7,1,0.265583315,3.612561912,0.08507796,0.32476638
12,301.7168642,187.0072237,603.4758922,12,414,316.6666587,1282,7,0,0,5,0,0.595533693,3.620285211,0.159949849,0.27606946
2,265.5796133,257.3511862,447.5543822,2,339.5,70.00357134,389,0,0,0,2,0,-0.033938641,3.490500765,0.093125476,0.342488889
18,196.8977353,149.1491867,543.7121895,18,397.6388889,260.9983551,1035,5,0,0,11,2,0.766410086,3.716728777,0.181874503,0.230381964
10,261.8980871,212.3133257,627.2185743,10,263.2,44.31904532,312,5,0,1,4,0,0.245245919,3.627405114,0.056756079,0.182599115
26,389.2675638,383.126561,1286.477893,26,398.8076923,277.9843908,1134.5,12,2,0,10,2,0.547124789,3.727591271,0.211865543,0.244490071
5,164.0615254,219.8651032,556.5382489,5,562.3,451.268573,1320,0,0,0,5,0,0.363584235,3.581578218,0.107716587,0.277619404
25,286.6715366,276.1638058,1047.805527,25,322.62,174.0300668,682,11,1,0,13,0,0.504015794,3.61278612,0.196595166,0.07505889
1,272.956863,234.3633924,645.8896106,1,1031,0,1031,0,0,0,1,0,0.34572687,3.488055379,0.135274796,0.247937128
9,225.39959,208.7652647,598.6247593,9,442.2222222,307.6519047,1129,5,0,0,4,0,0.629430049,3.461169303,0.166653622,0.350344708
21,209.5763331,199.2801351,650.8949416,21,394.3571429,274.0168856,1252,10,0,2,9,0,0.417310242,3.587400103,0.16597722,0.161069075
3,262.1806777,173.6077283,375.5317463,3,226.1666667,55.94938189,267.5,1,0,0,2,0,0.268285249,3.398002758,0.105361696,0.301762369
9,237.2348029,188.8614695,556.4155484,9,304,112.1995989,490.5,4,0,0,5,0,0.357279968,3.524219739,0.119053664,0.155846717
1,273.7057955,234.943295,646.8999304,1,1031,0,1031,0,0,0,1,0,0.34282488,3.114132499,0.125782458,0.57773948
1,62.03938265,0,62.03938265,1,213,0,213,0,0,0,1,0,0.39971361,3.494979853,0.232671626,0.103584284
1,274.1624949,235.0289654,647.1780918,1,3035,0,3035,0,0,0,1,0,0.201133015,3.209156565,0.078051645,0.348471688
1,274.251806,235.1191707,647.2902816,1,6029,0,6029,0,1,0,0,0,0.039881066,3.709171116,0.019445484,0.305263346
2,128.8525754,22.21716929,144.5624865,2,2935,3667.055767,5528,0,0,0,2,0,0.100148881,3.786620177,0.074012093,0.265069733
1,274.251806,235.1191707,647.2902816,1,9036,0,9036,0,0,0,1,0,0.954335186,3.532470829,0.320278166,0.120736791
1,274.3411172,235.209376,647.4024714,1,6032,0,6032,0,0,0,1,0,0.743631186,3.296350601,0.243047401,0.180077128
1,274.5003087,235.3019278,647.5572849,1,1033,0,1033,0,0,0,1,0,0.659922551,3.721651575,0.20892709,0.497587682
1,274.3411172,235.3944795,647.7120985,1,6028,0,6028,0,0,0,1,0,0.225652105,3.337785763,0.077546677,0.196146172
1,274.3411172,235.3944795,647.7120985,1,3036,0,3036,0,0,0,1,0,0.003233238,2.54604826,0.000625255,0.316582313
1,274.5003087,235.5089433,648.8137638,1,3030,0,3030,0,0,0,1,0,0.015392973,3.209913911,0.006895223,0.286564238
1,274.6595002,235.6234071,649.9154291,1,3026,0,3026,0,0,0,1,0,0.407507232,3.28970918,0.225339717,0.21074728
2,133.2556262,97.30099509,202.0578197,2,5062.75,6433.611049,9612,1,0,0,0,1,0.719443473,3.312070337,0.185939493,0.097056988
6,55.44460508,28.39279447,105.0279453,6,2864.416667,1716.657753,5483,3,0,0,2,1,0.885798344,3.478556967,0.20263081,0.313037765
1,274.5003087,235.7334249,650.0403137,1,1029,0,1029,0,0,0,1,0,0.380672538,2.928450789,0.131004852,0.429561018
2,133.7281229,55.1276999,172.7092933,2,977.25,457.144534,1300.5,2,0,0,0,0,0.828214994,3.716795749,0.256817195,0.13341791
1,271.8869664,0,271.8869664,1,475,0,475,0,0,0,1,0,0.664188086,3.092260183,0.14714552,0.123534513
1,274.3411172,235.6234071,649.9154291,1,9028,0,9028,0,0,0,1,0,-0.179066604,3.358386656,0.116339086,0.375136794
1,274.5003087,235.7334249,650.0403137,1,1032,0,1032,0,0,0,1,0,0.548775611,2.91603882,0.197482622,0.328827596
1,154.1643036,0,154.1643036,1,920,0,920,0,0,0,1,0,0.382132501,3.254257285,0.108256688,0.305572159
1,274.7670677,235.7334249,650.0403137,1,20032,0,20032,0,0,0,1,0,0.465986399,3.47083073,0.178229977,0.189412973
1,108.95,0,108.95,1,5462.5,0,5462.5,0,0,0,0,1,0.744170931,3.36413055,0.260558303,0.127991811
1,274.7670677,235.7334249,650.0403137,1,6030,0,6030,0,0,0,1,0,0.015978391,3.601175818,0.008516092,0.202290429
1,274.8746351,235.6234071,649.9154291,1,12034,0,12034,0,0,0,1,0,-0.027899878,3.514445043,0.044088577,0.216422297
1,274.9605477,235.5089433,650.0403137,1,1023,0,1023,0,0,0,1,0,0.660695518,3.716762263,0.209650196,0.242872946
1,275.0464603,235.6234071,650.1651982,1,6033,0,6033,0,0,0,1,0,0.328180145,3.397840208,0.148597219,0.224656935
1,275.4985678,235.7334249,650.5013841,1,1028,0,1028,0,0,0,1,0,0.093850567,3.206213374,0.023794727,0.464509517
1,48.5733466,0,48.5733466,1,4992.5,0,4992.5,0,0,0,1,0,0.198230528,3.429778784,0.168943706,0.2970703
1,276.1320184,235.7334249,650.5013841,1,9031,0,9031,0,0,0,1,0,0.661377851,3.716762263,0.210628652,0.172670973
1,276.3133616,235.8434426,650.83757,1,9035,0,9035,0,0,0,1,0,0.020460336,2.824865916,0.001142945,0.212513102
1,276.1320184,235.7334249,650.5013841,1,1036,0,1036,0,0,0,1,0,-0.069429525,2.696063452,0.015892649,0.406132754
1,275.9506753,235.8434426,650.83757,1,3030,0,3030,0,0,0,1,0,0.077878084,3.080612921,0.034287345,0.172015583
1,276.1320184,235.9059004,650.8662558,1,3023,0,3023,0,0,0,1,0,0.155999432,3.159877579,0.118155696,0.248567207
8,193.0237412,190.1111104,563.791453,8,296.3125,109.0111192,553.5,1,0,0,7,0,0.8684621,4.279557435,0.336466957,0.414051881
4,266.4427909,186.3950792,453.8282109,4,197,76.26379657,309.5,0,0,0,3,1,0.410379374,3.881234101,0.166556595,0.507564162
