6,0,4.91667,99,2,1,3.743575429,1,331.1875,26,9,0.623621559,10,1014
9,4,3.34704,94,3,1,3.381404662,2,398.6578947,26,12,0.402912043,91,1157.5
3,3,1.47943,89,0,1,3.410608215,4,437.8,26,3,0.332328341,88,1292.5
9,1,3.10251,82,0,1,3.291651505,1,392.4761905,26,16,-0.056768667,22,945
1,4,2.37237,92,0,1,3.157290506,4,146,26,1,0.228565123,90,146
1,1,2.27894,82,0,1,3.419901693,1,212.125,26,4,0.170231857,30,349.5
3,5,2.21913,89,1,2,3.921944107,2,338.5,22,4,0.938602925,80,586
9,3,2.12833,76,7,2,4.054931908,3,498.3823529,22,10,1.032781506,64,2008.5
3,3,3.16212,40,4,3,3.658716231,4,243.7272727,24,7,0.447547856,60,898.5
3,1,2.42455,50,3,3,3.60751854,1,203.4230769,24,9,0.307218617,0,385.5
9,1,1.42329,39,9,3,3.799735273,1,332.58,24,14,0.587439338,0,1574.5
20,1,1.13144,60,17,3,3.66593443,1,422.9090909,24,27,0.587369356,0,1526.5
12,0,4.90185,84,7,5,4.043425811,4,366.3214286,23,13,1.668361621,34,980
1,2,2.71967,80,0,5,3.105732551,2,123.5,23,2,0.339665751,80,147
9,5,4.21297,86,0,5,3.848483127,3,461.3,23,11,1.030419183,68,1519
12,1,1.51988,72,6,2,3.640863102,1,481.1521739,25,15,1.296913563,2,1493
3,2,0.79252,90,2,3,2.833605469,2,250.3571429,22,5,0.762620159,84,444
1,1,2.77728,95,1,3,2.181098964,1,364.25,22,1,0.39328847,29,528
1,5,0.89621,99,0,2,3.181292327,3,227.25,26,2,0.577108172,100,276.5
6,0,2.08121,80,2,3,4.437615121,2,467.2083333,26,10,0.825811211,39,1339
3,1,2.25161,86,2,3,4.470735944,1,282.6666667,26,3,0.526876121,69,488
1,4,1.79789,80,0,3,3.952074089,4,194.375,26,4,0.433995256,85,261.5
9,1,2.18324,80,5,3,4.352599798,1,375.8095238,26,12,0.968955582,64,1291.5
1,1,2.80694,84,2,3,4.007231398,1,197.1666667,26,0,0.405041723,69,203.5
1,2,2.60423,75,0,3,3.954671535,4,442.75,26,2,0.505878647,80,633
6,2,2.23491,80,3,3,4.235990982,2,704.0625,26,5,0.866457723,74,2026
20,1,1.32262,65,12,3,4.383190513,1,458,26,26,0.80923164,39,1654
1,2,0.93402,39,0,5,3.037659813,2,1031,22,1,0.422694702,79,1031
6,1,1.49754,45,3,5,3.668477171,1,304.2941176,22,9,0.926015835,0,733
1,3,1.61152,41,0,5,3.205899511,3,159.375,22,4,0.6526872,49,222
1,1,2.51269,41,0,5,3.431926895,1,262.5,22,2,0.369143786,32,422
1,3,3.56811,68,0,6,3.798709852,4,678.5,24,1,0.328673503,70,678.5
1,1,2.74632,79,0,6,3.429306555,1,273.3333333,24,2,0.536844042,29,423.5
1,4,3.88324,69,0,6,3.652299315,4,185.75,24,2,0.257920068,59,266.5
9,1,2.21716,61,4,6,4.17714338,1,415.45,24,13,0.975317899,26,1701
3,3,1.65571,70,5,6,4.206262682,1,264.75,24,5,0.194770136,29,594.5
6,5,1.54496,60,2,6,4.208927707,3,386.6923077,24,9,1.264465622,70,1443.5
3,1,2.34478,50,1,6,4.124376034,1,359.4285714,24,5,0.338217757,39,584
12,0,3.79138,80,5,6,4.501598622,1,368.4833333,25,17,0.714351235,0,1254
9,1,3.23463,44,6,6,4.04362292,1,501.9411765,25,11,0.535727397,0,1746.5
3,5,2.29028,80,0,6,3.581578218,3,562.3,25,5,0.363584235,80,1320
1,4,1.42063,65,0,6,3.488055379,4,1031,25,1,0.34572687,95,1031
9,0,3.66927,59,0,3,3.494979853,1,213,24,1,0.39971361,40,213
9,4,2.44192,79,0,3,3.358386656,4,9028,24,1,-0.179066604,77,9028
6,1,1.92596,50,8,6,4.149178441,1,279.9736842,23,9,0.660117151,44,446.5
9,2,2.12957,55,7,6,4.296668013,2,412.3,23,10,1.096991482,70,1259
9,4,1.04561,45,1,6,4.37486619,4,310.1315789,23,15,1.268759552,70,668.5
3,1,2.37639,24,0,6,4.028933012,1,291.4444444,23,9,0.580216235,30,785
3,5,1.87202,64,1,2,3.527971041,4,401.7142857,26,5,0.344504217,69,1053.5
6,1,2.5836,76,6,2,3.647656643,1,433.7307692,26,5,0.776108137,12,1737.5
3,2,1.5984,69,3,2,3.318353807,2,294.5833333,26,3,0.58751358,78,449
1,2,2.06567,70,0,2,3.244295451,2,1036,26,1,0.348945509,93,1036
9,4,2.47032,64,4,3,4.252637038,4,356.6956522,28,13,0.491883358,78,2025
9,5,2.32845,69,4,3,4.54451007,3,312.1136364,28,15,0.648179607,80,1288
9,1,2.84416,29,7,4,3.613270948,1,387.3076923,24,5,0.564776023,10,1499.5
1,3,2.26846,69,0,4,2.996888038,3,427,24,2,0.282639828,59,686
3,1,1.4449,29,2,4,3.118464799,1,330.4285714,24,5,0.348427691,9,922
6,1,1.39829,90,4,4,3.252489773,1,322,24,12,0.575196497,9,1279
6,5,1.34094,50,4,4,3.236154322,2,524.25,24,6,0.755574295,79,2707
6,0,3.07778,69,4,3,3.565677409,1,362.4,22,10,0.647248459,20,569.5
3,4,2.72371,75,1,3,3.363783587,4,246.65,22,6,0.723372756,89,381
1,1,1.60195,89,0,5,4.187819381,1,292.3333333,23,3,0.557155594,29,409
1,3,0.76174,80,0,5,4.272825241,3,1033,23,1,0.50646265,90,1033
3,1,0.69256,89,0,5,4.389681405,1,318.4285714,23,5,0.648126854,21,782.5
6,3,1.27742,94,7,4,4.458888923,4,324.4642857,25,7,0.810979995,84,997.5
9,2,0.7017,49,4,4,4.356300391,2,384.5238095,25,16,1.143411167,84,1440.5
9,1,1.51203,45,8,4,4.244224485,1,362.8695652,25,15,0.763819526,20,1233
3,0,2.38063,30,0,4,3.434042146,2,347.5,24,3,0.531359297,29,577
9,0,2.30782,40,4,4,3.646575585,1,398.2368421,24,11,0.744347962,29,1134.5
9,3,1.34126,49,2,4,3.586007821,3,761.3,24,5,0.855468991,79,3407
20,1,1.98128,50,12,4,3.888376404,1,562.2962963,24,9,0.969046731,30,5371.5
3,2,2.21698,49,4,4,3.276624597,2,215.8125,24,4,0.796706726,70,279.5
